Sentences,Risk,Risk_Affinity,Likelihood,Consequences
"Since the backpack costs were not included in the original estimate, they had to come out of AstroBee procurement which was inadequate to cover the large backpack cost.",1,Cost,,
Schedule Performance: The GCD Controlled Milestones for “Prototype 2 testing complete” and Prototype 3 testing complete” were accomplished close to the planned dates.,0,,,
The design and build cycle for prototype 4 is underway and many parts have been ordered or are being fabricated.,0,,,
With a better understanding of the work needed to deliver Astrobee Flight Units the refined schedule indicates there will be a 3 to 4 month slip in delivery of the flight units which will push them into FY18.,1,schedule,,
Controlled Milestone Description Completion Date FY15 #1 Prototype 2 testing complete 2/15/2015 (Actual) FY15 #2 Prototype 3 testing complete 7/28/2015 (Actual) FY16 #1 Prototype 4 testing complete 3/15/2016 (estimated) FY17 #1 Cert Units testing complete 8/31/2016 (In approved plan) National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 5 of 11 Revision: Initial Technical performance relative to Key Performance Parameter (KPP) thresholds and goals The AstroBee Project has KPPs which remain valid and are shown below: 1.,0,,,
Max Velocity: It is believed this KPP is important in performing useful tasks within a reasonable amount of time.,0,,,
The current propulsion architecture being used prototype 4 will should easily meet the threshold value.,0,,,
The challenge is ensuring reliability at high speeds.,0,,,
Max Acceleration: The rational for this KPP was to support research efforts such as SLOSH.,0,,,
The current architecture being used prototype 4 will should meet the threshold value.,0,,,
Localize and Position: This requirement is for AstroBee to be equivalent to SPHEREs however it is much more difficult since AstroBee will not have the beacon system that provides relative position for SPHERES and instead must National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 6 of 11 Revision: Initial rely on vision based navigation based on elevation maps and imagery of the interior of the ISS.,1,Technical,,
Measure Angle & Point: Pointing accuracy will be important for some experiments as well as for routine tasks such as when AstroBee is used as a video platform to help integrate mission operations with crew activities.,0,,,
The current estimate for pointing knowledge should allow AstroBee to meet the pointing accuracy threshold and will be tested on prototype 4.,0,,,
"Flight Time: The KPP allows the Astrobee to go anywhere it is allowed on the station, perform a task, and return with plenty of margin.",0,,,
The current best estimate for flight time is 4.8 hours which is well above the threshold.,0,,,
Standby Time.,0,,,
This KPP allows AstroBee to perch without retuning to the docking port.,0,,,
Given that the team is planning to use an ARM based processor and the CBE for flight time is well above the threshold this should be achievable.,0,,,
Dock and Resupply: This KPP requires that the AstroBee can autonomously dock at its power port.,0,,,
The team is currently testing autonomous docking.,0,,,
It is likely this KPP will meet the goal of autonomous docking.,0,,,
# of Expansion Ports.,0,,,
The current design for prototype 4 will exceed the goal.,0,,,
Use Cases Supported with Expansion Port.,0,,,
The current design for prototype 4 will meet the goal.,0,,,
Consumables Used per Test Session.,0,,,
The current design for prototype 4 will meet the goal.,0,,,
ISS Operational Space: This is based on a SPHERES limitation to operate with a small area where location beacons have been set up.,0,,,
This KPP is related to the localization KPP which will allow AstroBee to operate throughout the US portion of the station.,0,,,
The current design for prototype 4 will meet the goal.,0,,,
TRL Advancement Individual Technologies identified as being advanced by the AstroBee team include: Vision Based Navigation – It is expected that this will be at a TRL of 4 after prototype 4 testing is complete.,0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 7 of 11 Revision: Initial Fan Based Propulsion – This was demonstrated on the low friction granite table and can be considered TRL 4 at this time.,0,,,
"ISS 3-D path planning – This requires ground software and flight software, both of which have been used in the testing of prototype 3.",0,,,
This will be at TRL 4 upon completion of prototype 4 testing in the spring of 2016.,0,,,
Zero-g robotic perching – The perching arm design is being finalized and this will be tested in a 2D environment on prototype 4 which should take it to TRL 4.,0,,,
ISS free flying robotic system – This TRL represents the Integrated AstroBee system.,0,,,
TRL has been increasing with the increased fidelity of the AstroBee prototypes.,0,,,
The certification system being built in the spring of 2016 will be environmentally qualified bringing the TRL to 5 and flight operations after delivery will continue to advance the TRL to 7 and above.,0,,,
Technical Challenges The team’s major challenge is meeting the development schedule which is very aggressive given the amount of work that needs to be accomplished to deliver operationally ready flight articles at the end of FY17.,1,Schedule,,
If schedule relief for the delivery date is not obtained then the technical risk will be significantly increased.,0,,,
This is because the build of the flight certification unit will have to start before the testing of prototype 4 is complete.,0,,,
This overlap will not allow prototype 4 test results to inform the design and build of the certification unit.,0,,,
The design of the certification unit is due to start in February 2016.,0,,,
"• Proposed Astrobee FY18 Extension  Description: Extend Astrobee by one year to: (1) mitigate schedule risk, (2) conduct ISS check-out, and (3) perform HEOMD/STMD payload demo  Amount: 6 FTE (ARC) + $1.6M procurement  Why?",0,,,
"Overlapping development, certification, and flight unit build poses extreme schedule risk.",1,Schedule,4,5
Delivering flight units without on-orbit testing is a significant infusion risk.,1,Technical,,
Need to decide by Jan 2016 in order to mitigate development (Prototype 4) and certification unit schedule overlap.,1,Schedule,4,5
"The team has a significant amount of software development, integration, and test work ahead of them.",0,,,
Although some of the most difficult software pieces are making progress (i.e.,0,,,
"vision based navigation, docking), the effort needed to integrate, test, and certify Astrobee for operational use is a large effort.",0,,,
"The current architecture includes three National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 8 of 11 Revision: Initial processors (low level, mid level, and a high level) and also has several external interfaces which must be tested and verified including multiple sensors and a touch screen user interface.",0,,,
An experienced SW lead has been brought on to coordinate the development of the AstroBee SW which has been functionally broken out to distribute the work.,0,,,
"Since AstroBee will be a high visibility project, it is critical that the software is mature when delivered to the ISS for operational use.",0,,,
It was recommended that the team explore ROS compatible simulation products for GN&C and possibly other functions.,0,,,
The current system decomposition which is based around technical disciplines instead of hardware based subsystems will make integration and verification more challenging since it will be difficult to define clear requirements and interfaces between subsystems.,0,,,
At this point in the project lifecycle it is probably too late to adjust the system decomposition since much of the documentation has already been developed.,0,,,
The Current Best Estimate for AstroBee mass is above a self-imposed requirement to stay under 6 Kg.,1,Technical,,
The excess mass will affect acceleration and safety requirements so the team is working hard to shave mass on all subsystems.,1,Technical,,
The customer has specified a hard limit for maximum volume/dimensions (< 30 cm on any side) and the team is using that constraint in the Prototype 3 design.,0,,,
"Other technical resources such as power, CPU usage, memory, etc.",0,,,
are being actively tracked by the team with no significant issues.,0,,,
An ongoing design challenges is the tradeoff between simplifying operations at the expense of increased system complexity which impacts an already tight schedule.,0,,,
Improving the user interfaces is notorious for consuming time and schedule and a key challenge will be determining what is good enough to deliver to the customer.,0,,,
The perching system is probably one of the least mature systems as far as design and technology readiness.,0,,,
In order to perch the system must identify and grasp ISS handrails which is a significant challenge.,0,,,
Hand rail grasping has been extensively worked by the Robonaut team.,0,,,
It is recommended that the AstroBee team collaborate with the Robonaut team to help reduce technical risks in this area.,0,,,
"AES, the primary customer for AstroBee, would like to receive 3 flight units however only two flight units are planned.",1,Cost,,
A cost estimate for a third AstroBee flight unit is being refined.,1,Cost,,
It may be possible to convert the certification unit into a flight spare if it survives the qualification testing.,0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 9 of 11 Revision: Initial Risks The AstroBee team has identified several risks with the highest ones all related to the aggressive development schedule along with the need to transfer the corporate knowledge on how to operate and maintain the AstroBee system.,0,,,
Much of this is described in the technical challenges section.,0,,,
These risks are all actively being worked by the AstroBee team.,0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 10 of 11 Revision: Initial Continuation Review Board Recommendation: The AstroBee Project is unlikely to deliver 2 fully operational units by the end of FY17.,0,,,
The current best estimate for delivery is February 2018.,0,,,
It is recommended that a decisional meeting be held to consider an extension to the AstroBee development schedule into FY18.,0,,,
"Since the AstroBee project is currently meeting all of its commitments in the approved project plan, is on track to meet its KPPs, has very strong customer support, and has no significant risks other than the schedule risk described above the Board unanimously recommends continuation of the AstroBee project.",0,,,
"//Signature on File 11/17/2015 Kevin S. Kempton Date Chair, Continuation Review Board National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16032 Page 11 of 11 Revision: Initial Additional Review Notes: The AstroBee presentations can be found on NX: https://nx.larc.nasa.gov/dsweb/View/Collection-79655/Document-450718 The AstroBee Project Plan can be found on NX at: https://nx.larc.nasa.gov/dsweb/View/Collection-65920 https://nx.larc.nasa.gov/dsweb/View/Collection-79655/Document-450718 https://nx.larc.nasa.gov/dsweb/View/Collection-65920",0,,,
