Sentences,Risk,Risk_Affinity,Likelihood,Consequences
"Technical Notes The Astrobee Prototype 4 (P4) design represented a significant change from earlier prototypes and now that it has been fabricated and tested, it appears to be able to meet the many requirements for the system.",0,,,
"During a lab tour in the granite lab at ARC, Astrobee P4 demonstrated the new plenum/vent based propulsion system.",0,,,
"This demonstration incorporated the updated vision based navigation software that allowed P4 to autonomously exit the docking station, follow a 2D path and return to its docking station.",0,,,
The Current Best estimate for mass (7 kg) exceeds the current design budget (6 kg).,1,Technical,,
"Mass affects acceleration, impact hazards, and overall performance as a research facility once in operational use.",0,,,
The team may need to elevate mass reductions to a higher priority.,1,Technical,,
Astrobee mass was compared to that of a bowling ball.,0,,,
"National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 4 of 14 Revision: Initial The maximum dimension of the current design is 12.5” on a side, which exceeds customer requirements of 12” on a side.",1,Technical,,
This increase is due to additional padding needed to reduce impact energy in the event of a collision (which partially results from exceeding the mass limit).,0,,,
The primary AES customer agreed to provide relief on this requirement if required.,0,,,
The team discussed adding impact tell tails to indicate if a serious impact had occurred.,0,,,
The acoustic noise is close to the allowable limit for the ISS.,1,Technical,,
The team identified simple mitigation options that should provide more margin such as replacing the aluminum back plate in the plenum with composite material (a CNT sheet may be an option if EMC and thermal conductivity is an issue).,0,,,
Astrobee is not yet on the ISS launch manifest although the current launch date is listed as December 2017.,1,Technical,,
ISS payload personnel said the project should get on the launch manifest at least one year out so this needs to be completed by December.,0,,,
The Astrobee system design will now support communication between Astrobee Free Flyers.,0,,,
This was an option at the PTR #2 review.,0,,,
The current design is very modular.,0,,,
This provides the ability to reconfigure and repair system components on the ISS by swapping them out with spare parts.,0,,,
A payload attachment model was passed around and it was easy to operate.,0,,,
"The P4 Avionics subsystem has low, mid-level, and high-level processors to manage the various SW tasks which utilize the Robot Operating System (ROS).",0,,,
The use of the ROS promotes collaboration with academia in the development of future capabilities.,0,,,
This includes the development of open source Application Program Interfaces (APIs) to simplify the software integration and testing with AstroBee experiments.,0,,,
Locations on the ISS for the Astrobee docking station are very limited.,1,Technical,,
The AstroBee docking station design for the ISS currently allows two Astrobee free flyers to dock side by side.,1,Technical,,
The footprint for the docking station may have to change based on where it will be located.,1,Technical,,
This is being carried as a risk and the team is actively working with ISS personnel to close it.,0,,,
Although the review panel also suggested that the Astrobee team may want to mitigate this risk using an approach to the design of the docking station that is less location depended.,0,,,
It was noted that the location is likely to change over the operational life of the Astrobee facility.,0,,,
The GN&C team has incorporated and tested optical flow velocity measurement in the Granite Lab on P4.,0,,,
Astrobee may be one of the first systems to actively use optical flow in a zero G environment.,0,,,
The team expects to use the ISS communication simulator at JSC to verify communication links.,0,,,
They have also designed the AstroBee Ground data system and have upgraded the primary navigation test facility at ARC.,0,,,
Astrobee path planning tools have greatly matured and appear user friendly.,0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 5 of 14 Revision: Initial The team continues to activity communicate with stakeholders to elicit feedback on how Astrobee will operate on the ISS.,0,,,
Communication has been facilitated by the story board descriptions in the ConOps.,0,,,
The team continues to actively work safety issues with ISS safety personnel and have recently completed a key System Safety Review at JSC.,0,,,
"National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 6 of 14 Revision: Initial Project cost, and schedule performance against the plan Cost Performance: The Astrobee project budget allows for approximately 12 FTE and $3M in FY16 and also in FY17.",0,,,
The procurement provides for ~ 10.5 WYEs and $400K non-labor costs.,0,,,
The team has maintained development to the planed cost.,0,,,
Workforce levels have tracked very closely to the plan.,0,,,
The estimated cost for In-House fabrication of parts exceeds what was planned.,1,Cost,,
The team is looking at external providers and renegotiation with the In-House Fabrication group.,0,,,
Schedule Performance: The GCD Controlled Milestones for “Prototype 4 testing complete” was accomplished near the planned date.,0,,,
The design and build cycle for the Certification Unit is underway and many parts have been ordered or are being fabricated now that PTR #3 has been successfully completed.,0,,,
The schedule indicates delivery of the flight units which will slip into FY18.,0,,,
"Controlled Milestone Description Completion Date FY16 #1 Prototype 4 testing complete 3/15/2016 FY17 #1 Cert Units testing complete 8/31/2016 FY17 #2 Certification Unit ready for integration, validation and test 10/13/2016 FY17 #3 Flight Unit ready for integration, validation and test 1/2/2017 Technical performance relative to Key Performance Parameter (KPP) thresholds and goals The AstroBee Project KPPs have had changes from the last Continuation Review and are noted in the descriptions.",0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 7 of 14 Revision: Initial KPPs in latest approved HET2 Project Plan KPP Progress listing From the PTR #3 charts National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 8 of 14 Revision: Initial Progress on Other Technical Performance Measures From the PTR #3 charts 1.,0,,,
Max Velocity: It is believed this KPP is important in performing useful tasks within a reasonable amount of time.,0,,,
The Max Velocity value listed in the presentation does not match what is in the current project plan (was 40 cm/sec and now 50 cm/sec).,0,,,
The current propulsion architecture being used prototype 4 is expected meet the goal.,0,,,
Max Acceleration: The rational for this KPP was to support specific research efforts such as SLOSH.,0,,,
The current architecture being used on prototype 4 should meet the threshold value.,0,,,
(Note that the original KPP was 10 and 17 however this KPP is not listed in the updated plan.),0,,,
According to the Astrobee team the acceleration tests were done with the perching arm and two of the four batteries removed to reduce mass.,0,,,
May need to reassess how important this KPP is.,0,,,
Localize and Position: This requirement is for AstroBee to be equivalent to SPHEREs however it is much more difficult since AstroBee will not have the beacon system that provides relative position for SPHERES and instead it must rely on vision based navigation which are based on 3D elevation maps and imagery of the interior of the ISS.,0,,,
(Note that the original KPP was 5 and 2 however this KPP is not listed in the updated plan.),0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 9 of 14 Revision: Initial 4.,0,,,
Measure Angle & Point: Pointing accuracy will be important for some experiments as well as for routine tasks such as when AstroBee is used as a video platform to help integrate mission operations with crew activities.,0,,,
The current estimate for pointing knowledge should allow AstroBee to meet the pointing accuracy threshold and will be tested on prototype 4. a.,0,,,
Note that the original KPP was +/- 5 deg and +/- 2 deg.,0,,,
This KPP is not currently listed in the updated plan but in the PTR #3 presentation it has been greatly reduced to +/- 20 deg and +/_ 8 deg.).,0,,,
Since the Astrobee is planned to be used as a video camera platform this reduction in pointing accuracy by a factor of 4 should be approved by the end users.,0,,,
The LI requirement “The Free Flyer System shall support live streaming and recording high-quality video of crew activities.” Implies pointing stability as well as accuracy.,0,,,
Free Flyer Jitter was discussed.,0,,,
The Astrobee GN&C lead believes the update control rate will allow jitter to be controlled.,0,,,
Vibration testing on the qualification unit will help understand if there are any resonant frequencies that can be induced by the propulsion system.,0,,,
"Flight Time: The KPP allows the Astrobee to go anywhere it is allowed on the station, perform a task, and return with margin.",0,,,
The current best estimate for flight time is 3.1 hours which is above the threshold.,0,,,
(Note that the estimate at PTR #2 was 4.8 hours indicating this KPP needs to be closely watched) 6.,0,,,
Standby Time.,0,,,
This KPP allows AstroBee to perch without retuning to the docking port.,0,,,
Given that the team is planning to use an ARM based processor and the CBE for flight time is well above the threshold this should be achievable.,0,,,
Dock and Resupply: This KPP requires that the AstroBee can autonomously dock at its power port.,0,,,
The team has demonstrated autonomous docking in a 2D test environment.,0,,,
It is likely this KPP will meet the goal of autonomous docking.,0,,,
# of Expansion Ports (now peripheral ports).,0,,,
The current design for the certification unit meets the threshold (2).,0,,,
(Note that the goal above (3) does not match what is in the approved project plan (4)).,0,,,
Consumables Used per Test Session.,0,,,
The current design for prototype 4 will meet the goal of none.,0,,,
ISS Operational Space: This is based on a SPHERES limitation to operate with a small area where location beacons have been set up.,0,,,
This KPP is related to the localization KPP which will allow AstroBee to operate throughout the US portion of the station.,0,,,
The current design for prototype 4 will meet the goal.,0,,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 10 of 14 Revision: Initial TRL Advancement The Astrobee project does not define specific technologies for TRL advancement other than Astrobee itself.,0,,,
Individual Technologies that are being advanced by the AstroBee team in order to meet the Astrobee Requirements include: Vision Based Navigation for Intra-Vehicular Activities (IVAs) – It is expected that this will be at a TRL of 4 after the latest testing is complete.,0,,,
(This includes Optical Flow for velocity sensing and control) Fan Based Propulsion for IVAs – This was demonstrated on the low friction granite table and can be considered TRL 4 at this time.,0,,,
"ISS 3-D path planning – This requires ground software and flight software, both of which have been used in the testing of prototype 4.",0,,,
The IVA planning tool was presented at this review.,0,,,
This technology will be at TRL 5 upon completion of Certification Unit testing in late 2016.,0,,,
Zero-g robotic perching – The perching arm design is being finalized.,0,,,
A prototype version of the perching arm and GN&C software to position it was successfully tested in a 2D environment in the Granite Lab on P4.,0,,,
It is estimated that this technology is at TRL 4.,0,,,
ISS free flying robotic system – This TRL represents the Integrated AstroBee system.,0,,,
TRL has been increasing with the increased fidelity of the AstroBee prototypes.,0,,,
The certification system being built 2016 will be environmentally qualified bringing the TRL to 5 and flight operations after delivery will continue to advance the TRL to 7 and above.,0,,,
Technical Challenges The team’s major challenge is meeting the development schedule which is very aggressive given the amount of work that needs to be accomplished to deliver operationally ready Flight Units at the end of FY17.,1,Schedule,,
This schedule requires that the build of the Flight Units start before the testing of the Certification Unit is completed.,1,Schedule,,
This limits the use of Certification Unit test results from impacting the design and build of the Flight Units.,1,Schedule,,
"Although the team has made a significant amount of progress on the software, there is still a lot of work ahead of them.",0,,,
Although some of the most difficult software pieces have made progress (i.e.,0,,,
"vision based navigation, docking), the effort needed to integrate, test, and certify Astrobee for operational use is a large effort.",0,,,
"The current architecture includes three processors (low level, mid level, and a high level) and also has several external interfaces which must be tested and verified including multiple sensors and a touch screen user interface.",0,,,
"Given the difficulty in obtaining ISS crew time for testing and helping debug issues, AstroBee software must be mature when delivered to the ISS for operational use.",1,Technical,,
National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 11 of 14 Revision: Initial System Reliability was discussed and is a concern.,0,,,
"For example, each Free Flyer has 12 nozzle servos and they all must work in order to operate.",0,,,
Reliability targets must be documented and a reliability analysis needs to be performed now that all the components have been identified to help determine part quality requirements.,0,,,
The team was asked to review their parts management rigor to ensure it is adequate and to determine what spares need to be maintained on orbit.,0,,,
This should be covered in the delta PTR#3.,0,,,
Risks The AstroBee team has identified several risks with the highest ones all related to the aggressive development schedule.,0,,,
Much of this is described in the technical challenges section.,0,,,
These risks are all actively being worked by the AstroBee team.,0,,,
Other: The AstroBee presentations can be found on NX: https://nx.larc.nasa.gov/dsweb/View/Collection-87131 The AstroBee Project Plan can be found on NX at: https://nx.larc.nasa.gov/dsweb/View/Collection-65920 https://nx.larc.nasa.gov/dsweb/View/Collection-87131 https://nx.larc.nasa.gov/dsweb/View/Collection-65920 National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 12 of 14 Revision: Initial Continuation Review Board Recommendation: Astrobee will provide a key research capability on the ISS and will allow many more experiments to be performed than the current SPHERES System which has been a highly successful in supporting a wide range of ISS science experiments.,0,,,
"Since the AstroBee project is currently meeting its commitments in the approved project plan, is on track to meet its KPPs, has very strong customer support (i.e.",0,,,
"“They are absolutely building the right thing.”), and is actively mitigating project risks the Board unanimously recommends continuation of the Astrobee project.",0,,,
"//Signature on File______________ 07/21/2016 Kevin S. Kempton Date Chair, Continuation Review Board National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 13 of 14 Revision: Initial Review Notes and Recommendations from the Board: From Kevin Kempton: The PTR #3 presentations had a much higher design maturity and fidelity than PTR #2.",0,,,
Progress has been made on many of the challenges identified in the last review (i.e.,0,,,
"Perching System, the propulsion system, software, GN&C) Given the amount of work that needs to be done, the team will be challenged to complete the testing of their flight units by the end of FY17 to meet the approved schedule.",1,Schedule,,
The team should invest effort into automating test activities.,0,,,
This effort should reduce the overall workload since there will be multiple free flyer units to test and qualify.,0,,,
It may also help streamline debugging activities on the ISS.,0,,,
"After PTR#3 (CDR for the certification unit), the team must ensure design changes go through a formal change approval process.",0,,,
Adding design changes late in development could prevent the project from meeting its cost and schedule commitments.,0,,,
The CMP describes the change approval process in section 6.,0,,,
It was not evident that the project is actively using the documented change approval process.,0,,,
Those CCRs found in the repository did not provide clear identification of the changes.,0,,,
"Also, there are no dates or version numbers on any of the documents which makes it hard to ensure the latest documents are being reviewed.",0,,,
At this point the team needs to be very careful when adding new “features” such as User Interface enhancements.,0,,,
The team must also hold the line on their technical resource budgets (i.e.,0,,,
size and mass).,0,,,
All of the Astrobee subsystem presentations included a “Design Maturity” Chart that identified the key components and functions of the subsystem and identified the technical readiness and risk of each.,0,,,
This was a great help to reviewers and showed that the subsystem leads were actively identifying and managing their technical risks.,0,,,
"Where appropriate, these charts should match the “official” Astrobee Level 4 system decomposition.",0,,,
The design maturity charts should be maintained and presented at the next review.,0,,,
"If the Commissioning Phase is approved, the handover should be based on the formal verification of requirements.",0,,,
A verification sheet for each requirement that identifies the verification artifacts and who shall do what for verification should be agreed to by the project stakeholders.,0,,,
A clear plan and clear success criteria will ensure a clean handover.,0,,,
The I&T documentation in the document repository was really hard to follow and appears to be at a low level of maturity.,0,,,
The Astrobee I&T Plan provided general information but did not provide a cohesive I&T story.,0,,,
It does not appear that several items in the I&T Plan are being implemented.,0,,,
The Astrobee I&T plan referenced “Test Suite Descriptions” which may be what is needed for a better understanding of the I&T plans.,0,,,
The Astrobee project should provide a National Aeronautics and Space Administration Game Changing Development Program DCN: GCDP-02-MEMO-16073 Page 14 of 14 Revision: Initial Certification Unit Test Plan for review at the delta PTR#3 in November.,0,,,
Verification is a team effort and must be distributed.,0,,,
These plans should specify what verification artifacts will be produced to close each requirement and specify who will produce it.,0,,,
"At a CDR level review, a description of how the requirements will be verified should be clearly documented.",0,,,
"There are several test procedures, and test data items but the relationship to the requirement closure is difficult to determine.",0,,,
There should be clear success criteria.,0,,,
The test procedures do not align with the requirement flow down in the Requirements Management Plan.,0,,,
The project team uses the JIRA project tracking tool for requirements management and verification tracking.,0,,,
Spreadsheets exported from JIRA could be improved.,0,,,
"Since I&T will require significant resources I would like to see more documentation on test set ups and who is responsible for what on I&T, especially if it requires external support.",0,,,
As stated at the last CR the system decomposition which is based around technical disciplines instead of hardware based subsystems will make integration and verification more challenging since it will be more difficult to define clear requirements and interfaces between subsystems.,0,,,
Test results from P4 testing seem to be limited.,0,,,
Would expect an overall test report or some type of artifact that can be associated with the completion of the milestone.,0,,,
"Astrobee reset rates, due to the space radiation environment were discussed.",0,,,
Astrobee will use several COTS boards and electronics that do not have space heritage.,0,,,
The team expects a low reset rate based on the historical reset rate of laptops on the ISS and with experience using SPHERES.,0,,,
Is this a valid assumption?,0,,,
Is there a requirement for maximum allowable occurrence of system resets based on discussions with the end user?,0,,,
From Jason Crusan: Verbal concurrence to continue the Astrobee Project Element at the Review.,0,,,
From Jeff Sheehy: Verbal concurrence to continue the Astrobee Project Element at the Review.,0,,,
From Mark Micire: Per Email Mark has no additional comments and concurs with findings in report.,0,,,
Technology transition is incomplete,1,Technical,2,4
Flight Hardware costs & phasing,1,Cost,,
Dock placement not determined,1,Technical,4,3
