Sentences,Risk,Risk_Affinity,Likelihood,Consequences
yes Complete GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review Syn Bio Mid-Year Assessment Summary 7 Cost: Schedule: Programmatic:Technical: Project description: Build organisms and bioreactor systems to demonstrate the value of emerging synthetic biology approaches to meet mission demands and support in situ resource utilization.,0,,,
Current TRL: 3 BioNutrients: The BN-2 ISS Kick-off meeting was completed in February and the draft Payload Integration Agreement (PIA) has been uploaded to the OZ Requirements Baseline and Integration Tool (ORBIT).,1,Programmatic,,
A CEF to approve the PIA is currently open and review is expected to complete by the end of the March.,1,Programmatic,,
We are in the process of updating the BN-1 flight experiment agreement with BioServe to extend use of the SABL incubator for on-orbit runs 4-6.,1,Programmatic,,
"A similar agreement covering use of SABL for BN-2 was approved on March 1 No cost issues at this point No known technical challenges at this point, but schedule delays are impacting our progress.",1,Programmatic,,
"7 G GG G Y YY Y G GG G G GG G Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 BioNutrients-2 production pack development and testing, and CO2-based manufacturing bioreactor and genetic engineering of organisms delayed due to mandatory telework.",1,Schedule,,
"Lab access has been regained on a limited basis for BioNutrients activities only (Nov 30), and impacts to the schedule of both tasks are ongoing.",1,Schedule,,
Procurement delays are contributing to the delay and are expected to continue in FY21.,1,Schedule,,
"GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review BioNutrients Key Performance Parameters (KPP) Status 8 Key Performance Parameters Parameter Units State of the Art (SOA) Threshold Value Projec t Goal Current Value To Date Current Value: Technical Basis of Estimate Expected Exit Value Exit Value: Technical Basis of Estimate KPP 1: ISS production pack viability lifespan (1) years N/A(2) 3 5 3 runs, results pending Estimate 5 years Verified based on measurement KPP 2 : Microbial safety assessment(3) cfu/100ml <100 <50 <1 3rd Run in process Estimate <1 CFU/100ml Verified based on measurement KPP 3: Biomanufacturing platform supplies multiple nutrients(4) number of nutrients 1 2 4 1 Substantiated 4 Verified based on measurement Notes: (1) A production pack is considered “viable” if it demonstrates the ability to make targeted nutrients at >50% when compared to initial ISS production packs.",0,,,
This KPP assesses effects of storage over time.,0,,,
"Viable production packs that have been stored and tested on ISS for 3 years (Threshold Value) are assumed to be suitable for extended Lunar surface mission needs, and a 5-year lifespan (Project Goal) is needed for Mars surface missions as per the Human Research Program 5-year stored food shelf-life requirements.",0,,,
(2) There is no SOA for this KPP because there are currently no means of making nutrients during spaceflight.,0,,,
(3) Microbial safety is assessed using NASA food safety Petri-film testing procedures (NASA-STD-3001 Vol.,0,,,
"A) for the coliform, Staphylococcus and Salmonella tests expressed as Colony Formation Units (CFU)/100ml.",0,,,
Includes microscopic inspection for dead cells.,0,,,
"(4) Intent is to build a biomanufacturing platform that provides on-demand, simultaneous availability of multiple nutrients with minimal mass, power, and volume requirements .",0,,,
"GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review CO2-Based Manufacturing Key Performance Parameters (KPP) Status 9 Key Performance Parameters Parameter Units State of the Art (SOA) Threshold Value Project Goal Current Value To Date Current Value: Technical Basis of Estimate Expected Exit Value Exit Value: Technical Basis of Estimate KPP 4: Biomass harvest efficiency (1) percentage - (2) 85 97 tbd Estimated by stoichiometry 97% Verified by measurement KPP 5: KPP 5: % of media components sourced from CO2, H2, and recycled mission wastes(3) percentage 0 (4) 50% 80% 21% Substantiated 80% Verified by measurement Notes: (1) This represents the amount of biomass that is able to be processed in relation to the total amount produced within the system (total amount produced will be assessed as amount from nominal operation plus amount recovered following enhanced manual recovery and inspection of system).",0,,,
Biomass loss due to biofilm formation or inaccessible due to geometry and flow design of the reactor can significantly reduce performance of the overall system.,0,,,
"Maximizing biomass recovery greatly improves overall system efficiency, and drives organism selection and efficient reactor design/operation.",0,,,
"Our current product is carbonic anhydrase, a non-secreted product for which biomass is an acceptable proxy.",0,,,
Note: Biomass containing carbonic anhydrase can potentially be utilized in a liquid amine system without further purification.,0,,,
(2) There are no space-based biomanufacturing systems to serve as a SOA.,0,,,
Harvest efficiencies in commercial terrestrial systems can vary based on specific organisms and procedures used.,0,,,
Commercial bioreactor harvesting efficiencies are often quoted as ~97% and we will use this as a comparative value.,0,,,
"GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review Technical Assessment 10 Technical Capability Elements TRL TRL Verification Entry Exit Current1 Space qualified bioreactor development 3 5(1) 4 Fight tests with prototype bioreactors will demonstrate performance Long Duration storage of microorganisms 3 >5 4 5 year flight and ground tests will demonstrate survivability and stability of test organisms Methods for ensuring quality and safety of biomanufactured nutrients 2 4(1) 2 Test and review of HACCP Plan for safe preparation of biomanufactured nutrients, post growth processing, safety assurance, and product quality verification.",0,,,
Development of ISRU based growth media <2 4 2 Demonstrated organism growth on prototype media in laboratory setting complete Space relevant biomanufacturing system development <2(2) 4 3 Integrated prototype platform laboratory testing complete CO2-Based Manufacturing space qualified organisms for biomanufacturing 3 4 3 Demonstrated product manufacture from organism grown on prototype media in laboratory setting.,0,,,
CO2-Based Manufacturing CO2 conversion reactor (3) 4 5 4 SOA formate commercial unit laboratory testing and verification and with integrated prototype 1Date of last TA was: N/A - All TRL assessments are pre-review estimates.,0,,,
Dates for TAPR-ToR and TAPR are being worked.,0,,,
"(1) Flight demonstration will indicate concept feasibility/performance, but does not render it flight-ready for actual use.",0,,,
(2) Prototype subsystems demonstrate feasibility but require further optimization.,0,,,
Expect successful use to raise it to TRL 4 via integrated laboratory testing.,0,,,
"(3) Prototype conversion reactor being developed at Stanford University, Kannon Lab, as part of cooperative agreement.",0,,,
GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review BioNutrients/CO2-Based Manufacturing Lifecycle Milestone/Maturity Schedule 11 Project Milestone GCD (Key) Milestone Controlled Milestone TRL Progression FY20FY19 FY22 FY23 FY24FY21 BioNutrients Launch to ISS Analyses of first returned samples Bag-based BioNutrients Pack Built BioNutrients Bag ISS Test Demonstration of BioNutrients HACCP Process CO2 Prototype Assembly CO2 Prototype Gen 1 Test CO2 Prototype Gen 2 Test Final Report on Flight Results and Development Needs Further Project Definition in ProgressSpace compatible platform fab complete Bag-based BioNutrients ground test GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review Technical Risk Summary Risk ID Description/Status Trend BN-1 Microbial growth negatively affected by microgravity with subsequent unacceptable decrease in target products.,1,Technical,,
Initial flight tests will yield results and guide mitigation if needed.,0,,,
BN-2 Shelf-life of stored microbes will not adequately allow for feasible use of this system for longer duration missions.,1,Technical,,
Approaches for increasing stasis are incorporated into testing.,0,,,
Will require years to determine effects on all test strains.,0,,,
"BN-3 Delays in sample analysis and potential flight operations delays due to Covid-19 impacts may result in lower fidelity sampling time points and lower sample quality, ultimately impacting overall understanding of system performance.",1,Technical,,
"Closed BN-4 Launch and crew time schedule misalignment may result in lower fidelity sampling time points, potentially impacting overall understanding of system performance.",1,Technical,,
BN-5 Covid safety requires social distancing which in turn requires minimal staff access to facilities.,1,Technical,,
"Combined with procurement delays due to Covid-19 supply chain issues and new P-card purchasing limitations, this may result in lower overall optimization of BioNutrients element.",0,,,
CO2-1 Formic acid suitability as microbial substrate.,1,Technical,,
Additional methods under development to obtain more efficient substrates.,0,,,
Closed with acetate CO2-2 Delay in CO2-based manufacturing progress due to Covid 19 access limitations and procurement delays may result in lower optimization of CO2-based manufacturing element.,1,Technical,,
1 2 3 4 5 5 4 3 2 1 L I K E L I H O O D CONSEQUENCES BN-5 CO2-2 BN-3 BN-1 CO2-1 BN-2 BN-4 12 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review Education/Public Outreach 13 ➢ Article on BioNutrients third on-orbit run is being coordinated with GCD and center communications and is pending sample analysis completion.,0,,,
➢ BioNutrients element will hold a Design Review of the generation-1 bioreactor.,0,,,
"The new design will test out new products, new organisms and a new flexible soft-shell reactor designed for lower mass and volume.",0,,,
We are actively working dates for this review but expect in to be no earlier than May 1.,0,,,
➢ VIRTUAL 50th International Conference on Environmental Systems - ICES 2021.,0,,,
"Pending analysis, team may present new results.",0,,,
"Lab access and procurement issues may impact this, but team will attend this conference.",0,,,
"➢ SLSTP 2020 intern Benjamin Alva won 1st place in the Physical and Liberal Sciences category at the 2020 Wernher von Braun Memorial Symposium for work in the CO2-Based Manufacturing Project ➢ SLSTP 2020 intern Benjamin Alva presented his work on the CO2- Based Manufacturing project at the 3rd Annual StarTech Conference (virtual) EPO Involvement FY21 Activities to Date Star Tech Conference 11/20 NASA virtual Tech Day on the Hill – we submitted a short video of on orbit hydration and growth of BioNutrients production packs to GCD for their consideration 12/20 BioNutrients on orbit operations 1/21 6 Month Look-Ahead BioNutrients gen-1 bioreactor Design review Net 5/1 ICES 2021, virtual event 7/11 -7/14 EPO Calendar Outlook (High Priorities): GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review Project Summary 14 BioNutrients • BN-1: ~2 years of 5-year ISS test of system viability complete, third run completed January 2021.",0,,,
On-orbit/ground operations performed with no anomalies.,0,,,
"Organism growth visually confirmed, full analysis of nutrient production is pending.",0,,,
• BN-2: gen-1 bioreactor design testing is underway.,0,,,
Growth of yeast test strain confirmed.,0,,,
"New commercial strain-based products yogurt and kefir identified, purchased and preliminary testing completed.",0,,,
pH indicator dye for yogurt/kefir maturation identified and tested post sterilization of media.,0,,,
• BN-3: nutrient production system safety and quality standards under development.,0,,,
HACCP training complete.,0,,,
• Human Research Program Advanced Food Systems interaction continues with incorporation of BioNutrients effort into Food Roadmap.,0,,,
"CO2-Based Manufacturing • Covid-19 restrictions have prevented any laboratory access limiting physical testing of sub-systems but progress has been made on modeling of the production pathways, identifying commercial off-the-shelf subsystems that can be modified to allow for more rapid testing once lab access is restored, and working with commercial vendors for genetic engineering of the product so that secretion from the organism may become an option, thus expanding the capabilities of the system and simplifying purification steps for products that can be secreted.",0,,,
• Improved Strain design report “Roadmap for improved in-space biomanufacturing strains” – deliverable submitted to GCD.,0,,,
"• Preliminary Use Case review and report – Synthetic Biology team review held 9/28, deliverable submitted to GCD.",0,,,
"• Advancements continue for the CO2 conversion reactor at the Kanan Lab, Stanford University.",0,,,
"BN-1 run 3 performed by Astronaut Shannon Walker, nutrient yeast growing in gen-0 bioreactor in SABL YO-MIX S. thermophilus GFPExample of heterofermen tative (gas producing) LAB colonies Kefir bacteria do not produce gas Yogurt strain inoculum size and incubation timeline testing results Kefir strain analysis reveals minimal unwanted gas production Gen-1 preliminary test with yeast demonstrates successful operations and growth in bag format CO2 Preliminary Use Case Review-Analysis overview GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review 15 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review 16 Space Synthetic Biology View of BioNutrients-1 production packs during ISS crew operations.",0,,,
Packs were removed from incubator for mid-course agitation.,0,,,
"CO2-Based Manufacturing project prototype that demonstrated the production of formic acid from CO2 and water, while also producing oxygen.",0,,,
"Ground testing of BioNutrients-1 production packs in SABL flight incubator (ground unit) to verify temperature, fit and no leakage.",0,,,
View of open BioNutrients-1 production pack during loading.,0,,,
Dried edible media (powder) and yeast pellets (red) are visible.,0,,,
State-of-the-Art CO2 electrochemical system that converts CO2 and water to formic acid without electrolytes.,0,,,
The formic acid serves as an media for microbial production systems.,0,,,
Loading BioNutrients-1 production packs with media and organisms under sterile conditions.,0,,,
The pack lid and sterile water filter are attached during this assembly.,0,,,
GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review SynBio - BioNutrients Adverse impact of microgravity on microorganism – John Hogan Mitigation Steps Dollars to implement Trigger/ Start date Schedule UID Completion Date Resulting L/C Risk ID # BN-1.,0,,,
"Trend Decreasing Criticality medium Current L/C 3x3 Affinity Group Technical, Planned Closure 09/31/2024 Open Date 09/31/2019 Risk Statement : Approach: Watch Given that microgravity can have unpredictable or adverse effects on microbial growth, there is a possibility that the expected growth of the microorganisms will not occur resulting in an unacceptable decrease in target products.",1,Technical,3,3
"Context Microgravity causes an absence of convective forces which in turn can limit gas exchange, mixing and consequently limit resources and negatively impact microbial growth.",0,,,
Conditions on orbit may also limit degree of full mixing and dissolving of the microbial pellet during hydration due to impacts on wetting actions under microgravity.,0,,,
"As the crew is manually shaking the bioreactor to create mixing, and checks to see if mixing and dissolving has occurred, this is relatively unlikely but not predictable from ground testing.",0,,,
These two factors together represent a risk unique to the microgravity environment that can only be assessed via on orbit testing.,0,,,
Status 03/2021.,0,,,
We have conducted 3 runs on the ISS and are awaiting sample analysis to determine if there has been any unexpected and unfavorable impacts to the expected microbial growth.,0,,,
"We have seen bubble formation and strong color creation inside the bioreactors run on orbit, and both are signs of microbial respiration (growth) and of manufacture of carotenoid products.",0,,,
Analysis of the returned samples will more strongly inform this and will be used to guide mitigation as needed.,0,,,
(Note: The Schedule UID is the unique id no of the mitigation step in your schedule if appropriate.,0,,,
Dollars to implement are not extra approved $ from the Program Office but $ set aside as part of project budget to mitigate.),0,,,
17 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review Mitigation Steps Dollars to implement Trigger/ Start date Schedule UID Completion Date Resulting L/C Approaches for increasing stasis are incorporated into testing.,0,,,
Results from this 5 year experiment will be incorporated in future efforts.,0,,,
Risk ID # BN-2.,0,,,
"Trend Unchanged Criticality med Current L/C 3x4 Affinity Group Technical Planned Closure 09/31/2024 Open Date 09/31/2019 Risk Statement : Approach: Watch Given that microbial viability is impacted by oxidative stress and temperature over time, the long duration ambient storage (shelf-life) of stored microbes may cause microbial viability decreases that ultimately do not allow for feasible use of this system for longer duration missions.",1,Technical,3,4
Context Approaches for increasing stasis are incorporated into testing.,0,,,
This risk will require years to determine effects on all test strains.,0,,,
"Ground based testing indicates over 3 years of storage can be tolerated for the primary strain used in the production pack study, with little to no impact on viability.",0,,,
Status 03/2021 Results from terrestrial testing indicate more than 3 years of ambient storage can be tolerated by at least the primary yeast strain.,0,,,
Approaches for increasing stasis are incorporated into testing.,0,,,
Will require years to determine effects on all test strains.,0,,,
(Note: The Schedule UID is the unique id no of the mitigation step in your schedule if appropriate.,0,,,
Dollars to implement are not extra approved $ from the Program Office but $ set aside as part of project budget to mitigate.),0,,,
18 SynBio - BioNutrients Adverse impact of ambient long duration storage on microorganism – John Hogan GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review SynBio - BioNutrients Delay in sample analysis due to Covid 19 -John Hogan Mitigation Steps Dollars to implement Trigger/ Start date Schedule UID Completion Date Resulting L/C We have submitted a request to return to work to get analysis of the samples back on track and to continue operations.,0,,,
0 We have examined potential new dates and considered re-planning to move on orbit operations out to meet new restricted ground operations - less than idea but still viable.,0,,,
0 Risk ID # BN-3.,0,,,
"Trend Closed Criticality med Current L/C 4x2 Affinity Group Technical Planned Closure 03/03/2021 Open Date 09/11/2020 Risk Statement : Approach: Mitigate Given that the project has lacked laboratory access since March 9 due to Covid-19 safety precautions, delays in sample analysis and potential delays in flight operations may result in lower fidelity sampling time points and lower sample quality, ultimately impacting overall understanding of system performance.",1,Technical,4,2
Context This project relies upon collection of data during a 5 year mission.,0,,,
"There are periodic crew operations to run the stored production packs on orbit, and analysis of the products is conducted in our ground based facilities at NASA Ames.",0,,,
We have samples returned from the ISS from our first two production pack runs but have been unable to perform the analysis due to Covid-19 facilities restrictions.,0,,,
We also need access to support upcoming on orbit operations and ground control operations for the next production pack run.,0,,,
"We can delay the next run but this creates a greater period within our planned sampling schedule, and we may miss data that impacts our understanding of how the system is impacted over time.",0,,,
"Furthermore, delays in analysis of the samples already produced and returned from the ISS while frozen, are undergoing some degree of degradation over time.",0,,,
"Some aspects such as carotenoid production may be relatively unaffected, but nucleic acid analysis may be impacted.",0,,,
Status 03/2021 Closed.,0,,,
We have been given approval for facilities access for no more than 4 team members on site at a given time and not past 6 PM.,0,,,
We conducted the production pack run as planned.,0,,,
We are beginning to process the backlog of samples.,0,,,
Some aspect of the risk was realized as one of the stasis packs used to monitor shelf life could not be processed before on-earth storage limits were exceeded.,0,,,
This loss is minimal due to the other time points that can still provide data on shelf life.,0,,,
The risk due to ongoing Covid impacts is captured in BN-5.,0,,,
(Note: The Schedule UID is the unique id no of the mitigation step in your schedule if appropriate.,0,,,
Dollars to implement are not extra approved $ from the Program Office but $ set aside as part of project budget to mitigate.),0,,,
19 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review SynBio - BioNutrients Launch and crew schedule misalignment – John Hogan Mitigation Steps Dollars to implement Trigger/ Start date Schedule UID Completion Date Resulting L/C Risk ID # BN-4.,0,,,
"Trend Unchanged Criticality low Current L/C 1x3 Affinity Group Technical Planned Closure 09/30/2014 Open Date 09/31/2019 Risk Statement : Approach: Accept Given that launch and crew time schedules are subject to unpredictable changes, a launch and crew time schedule misalignment may occur that impacts our planned on orbit production runs and sample returns and result in lower fidelity sampling time points, potentially impacting overall understanding of system performance.",1,Technical,1,3
"Context Launch schedules are prone to alterations due to weather, mechanical issues/delays, and other unpredictable events.",0,,,
"Crew time can also be subject to changes based on crew availability, prioritization and other factors.",0,,,
Status 03/2021 We have had no significant misalignments to date and do not have any specific concerns at this time.,0,,,
We have regular communication with the payload integration management and our expectation is that we can meet our planned timeline.,0,,,
We did have some trouble obtaining conditioned stowage for return of samples from the ISS but we were accommodated and are currently on track for this.,0,,,
(Note: The Schedule UID is the unique id no of the mitigation step in your schedule if appropriate.,0,,,
Dollars to implement are not extra approved $ from the Program Office but $ set aside as part of project budget to mitigate.),0,,,
20 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review SynBio - BioNutrients Delay in BioNutrients progress due to Covid 19 access limitations and Procurement delays -John Hogan Mitigation Steps Dollars to implement Trigger/ Start date Schedule UID Completion Date Resulting L/C We have an approved request to return to work to get analysis of the samples back on track and to continue operations and we will continue to request extensions to that plan.,0,,,
0 We are identifying additional vendors and purchasing options to mitigate risk due to lapses in equipment and supplies 0 Risk ID # BN-5.,0,,,
"Trend Unchanged Criticality med Current L/C 5x2 Affinity Group Schedule >>Technical Planned Closure 09/31/2021 Open Date 03/11/2020 Risk Statement : Approach: Mitigate Given that the project lacked laboratory access from March to December 2020 and currently has constrained access due to Covid-19 safety precautions, and given that there are procurement delays due to supply chain and p-card issues, there is a possibility of ongoing delays in obtaining analysis needed to optimize BioNutrients bioreactor designs, and new product development, resulting in overall decrease in optimization of BioNutrients element.",1,Technical,5,2
Context This project relies upon collection of data during a 5 year mission.,0,,,
"The data will be used to improve the Gen-1 and 2 designs, to direct the engineering of products and choice of organism, and allow for safety and quality improvements to be implemented.",0,,,
"We need facilities access, outside vendor support and consumables for testing and analysis.",0,,,
Status 03/2021 We have been given approval for facilities access for no more than 4 team members on site at a given time and not past 6 PM.,0,,,
We are beginning to process the backlog of samples.,0,,,
"We are experiencing delays in procurement and have had to order from new vendors in some instances, requiring new testing and adding to delays.",0,,,
"We can expect improvement with time, but its not certain if we can make up for the current delays.",0,,,
(Note: The Schedule UID is the unique id no of the mitigation step in your schedule if appropriate.,0,,,
Dollars to implement are not extra approved $ from the Program Office but $ set aside as part of project budget to mitigate.),0,,,
"21 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review SynBio - BioNutrients Delay in CO2-based manufacturing progress due to Covid 19 access limitations and Procurement delays -John Hogan Mitigation Steps Dollars to implement Trigger/ Start date Schedule UID Completion Date Resulting L/C We are identifying additional vendors and purchasing options to mitigate risk due to lapses in equipment and supplies, and to fast-track testing once lab access is available.",0,,,
0 We will work with GCD management to determine if additional schedule and budget can be approved to implement the effort as planned.,0,,,
tbd Risk ID # CO2-2.,0,,,
"Trend Unchanged Criticality med Current L/C 5x2 Affinity Group Schedule >>Technical Planned Closure 09/31/2021 Open Date 03/11/2020 Risk Statement : Approach: Mitigate Given that the CO2 element has no access to lab facilities due to Covid-19 safety precautions, and given that there are procurement delays due to supply chain and p-card issues, there is a possibility of ongoing delays in obtaining analysis needed to optimize the CO2-based manufacturing bioreactor design, integrated platform testing, new product development, resulting in decreases in overall optimization of CO2- based manufacturing element.",1,Technical,5,2
"Context This project relies upon Ames facilities for in-house testing of the bioreactor and platform systems, microbial organism engineering, and integrated experiments to drive decision making on optimization of the CO2-based manufacturing platform.",0,,,
"Status 03/2021 The team has had no access to lab facilities since March 9, 2020 and we expect to remain without access until Covid restrictions are released.",0,,,
"In lieu of access, the team is focused on modeling production pathways, identifying commercial off-the-shelf subsystems for laboratory testing, strain engineering via commercial vendors to test secretion of product, and formalizing a systems engineering approach for selecting design options.",0,,,
"These activities should expand the capabilities of the system, simplify purification steps, and enable rapid design option testing when we have laboratory access.",0,,,
We have some concern that the procurement delays our other element has experienced will also impact this effort and we are attempting to mitigate by pre-ordering as much as is reasonable.,0,,,
(Note: The Schedule UID is the unique id no of the mitigation step in your schedule if appropriate.,0,,,
Dollars to implement are not extra approved $ from the Program Office but $ set aside as part of project budget to mitigate.),0,,,
"22 GCD FY18 Mid Year ReviewGCD FY21 Mid Year Review GCD Project Performance Evaluation Criteria Source: BPR Assessment Criteria for NASA R&T Projects, OCE/S.",0,,,
"Hirshorn, 09/17/2015 Technical/Performance Green Project is demonstrably making progress on the Learning Trajectory (e.g., milestones met, knowledge advanced) or advancing TRL.",0,,,
Project is on track to meet L1 requirements.,0,,,
Yellow Project is making progress on the Learning Trajectory or advancing TRL with issues.,0,,,
"Project is on track to meet L1 requirements, but issues exist that may threaten achievement.",0,,,
Red Project has ceased to make progress on the Learning Trajectory or advance TRL.,0,,,
Project is unable to meet one or more L1 requirements.,0,,,
Cost Green Project can meet its commitments with its planned/allocated budget.,0,,,
Yellow Project cannot meet its commitments within its planned/allocated budget but will not be requesting additional budget from Program.,0,,,
Mitigation plans have been developed.,0,,,
Red Project cannot meet its commitments within its planned/allocated budget and will be requesting additional budget from Program.,0,,,
Schedule Green Project can meet its commitments within its planned/allocated schedule baseline for critical milestones.,0,,,
"Yellow Project cannot meet its commitments within its planned/allocated schedule baseline, but mitigation plans have been developed to pull it back in.",0,,,
Red Project cannot meet its commitments within its planned/allocated schedule baseline.,0,,,
"Programmatic (Institutional, Internal/External Dependencies **) Green Relevance of technology to stakeholders and/or technology infusion path is maintained.",0,,,
Mission sponsor still actively interested.,0,,,
"No issues exist with workforce, test facilities, etc.",0,,,
Yellow Relevance of technology to stakeholders and/or technology infusion path are threatened.,0,,,
Mission sponsor backing off.,0,,,
"Issues exist with workforce, test facilities, etc.",0,,,
but plans to mitigate are available.,0,,,
Red Relevance of technology to stakeholders and/or technology infusion path are not projected to be met or has lost relevance to stakeholders.,0,,,
Mission sponsor cancelled interest.,0,,,
"Issues pertaining to workforce, test facilities, etc.",0,,,
are preventing progress along the Learning Trajectory.,0,,,
