Sentences,Risk,Risk_Affinity,Likelihood,Consequences
"Describe any known interface requirements and/or interdependencies for other technologies/capabilities Requires water (clean, potable), waste containment/recycling (solid and vapor), and pressurized cabin space, power, crew, controlled temperature environment (may be cabin).",0,,,
"Describe how the additional content will be accomplished In-house development and flight testing, coordination with HRP Food System Program.",0,,,
"Pull from Industry/Academia – STTR Phase II Sustainable Bioproducts, Center for the Utilization of Biological Engineering for Space (CUBES).",0,,,
GCD FY18 Mid Year Review GCD PPBE 22 Existing Project – New Content 4 5 CO2-Based Manufacturing New Additional Content - Approach Describe how and when technology will be infused in future systems Describe how the technologies work together and are used in system performance CO2-based manufacturing platform refinement and continued development for Lunar/Martian surface missions will support future bioreactor testing and in situ resource utilization of CO2.,0,,,
"Technology approach supports increased sustainability missions, including proposed Lunar base establishment in 2028 and future Mars missions.",0,,,
Project product carbonic anhydrase is targeted enhancement for liquid amine CO2 removal system for life support.,0,,,
"Describe any known interface requirements and/or interdependencies for other technologies/capabilities Requires power, water/hydrogen, concentrated CO2 source, media supplements, thermal control, radiation protection, pressurized volume.",0,,,
"Describe how the additional content will be accomplished In-house development: engineered organisms, bioreactors and mission implementation assessment.",0,,,
"Leverage cooperative agreement with Kanan lab, Stanford University - CO2 conversion to microbial substrates.",0,,,
Potentially other academic/industrial partners.,0,,,
Leverage NASA CO2 Conversion Centennial Challenge – CO2 conversion to sugar feedstock (currently in Phase II of competition).,0,,,
"GCD FY18 Mid Year Review GCD PPBE 22 Existing Project – New Content 5 6 Technology Development & Transition Timeline Customers Current: AES Life Support Systems Carbonic Anhydrase for liquid amine CO2 removal, directed evolution optimization (funded by AES) Potential: HEOMD HRP, AES Life Support Systems HEOMD HRP: Nutrients, yogurt-based food products, pharmaceuticals AES Life Support Systems: CO2-Based Manufacturing of carbonic anhydrase, additional products Fiscal Years 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 Previous Investment in BioNutrients (AES) HEOMD/AES GCD Project Element 1 BioNutrients flight experiment GCD Project Element 2 CO2-Based Manufacturing TRL 5-6 TRL 4 TRL 3 Production and use of crew ready, edible products HRP food program Production platform refinement for Lunar/Martian surface BioNutrients additional products BioNutrients automation prototyping Previous Investment in CO2-Based Manufacturing (AES) Development/SOA integration new feedstocks New compounds/classes of compounds GCD FY18 Mid Year Review GCD PPBE 22 Existing Project – New Content 6 FY 22 FY 23 FY24 FY25 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Q1 Q2 Q3 Q4 Go/ No-Go Gates Bio Nutrients Cost CO2-Based Manufacturing Cost Annual Cost (1.3 FTE) (1.3 FTE) (1.3 FTE) (4.5 FTE) TAPR/KDP BioNutrients 7 Additional Cost, Schedule, Deliverables, Key Milestones (Overview) TAPR/KDP CO2-Based Manufacturing Edible products Phase A review/KDP Automation Phase A review New compounds/classes of compounds Phase A review/KDP New Products Phase A review/KDP New feedstocks Integration test Production platform refinement for Lunar/Martian surface Development/SOA integration of new feedstocks Phase A/KDP New strain(s) with new Product test SRR Gen-2 Feedstock and Product downselect Bioengineer new compound Gen-2 bioreactor components test Product downselect New strain(s) test Gen-2 integrated bioreactor test New compound/class downselect GCD FY18 Mid Year Review GCD PPBE 22 Existing Project – New Content 7",0,,,
