Sentences,Risk,Risk_Affinity,Likelihood,Consequences
The BN-1 flight experiment agreement with BioServe to use the SABL incubator for on-orbit runs 4-6 was approved and a kickoff meeting was held March 12.,0,,,
A similar agreement covering use of SABL for BN-2 was approved on March 1.,0,,,
No cost issues at this time.,0,,,
"BioNutrients-2 production pack development and testing, and CO2-based manufacturing bioreactor and genetic engineering of organisms delayed due to mandatory telework.",1,Schedule,,
"Lab access has been regained on a limited basis for BioNutrients activities only (Nov 30), and impacts to the schedule of both tasks are ongoing.",1,Schedule,,
"No known technical challenges at this point, but schedule delays are impacting our progress.",0,,,
"4 Monthly Trend Y Y Monthly Trend Monthly Trend G G G G Monthly Trend G Y G Y G G G G G G G G Y Y Project Manager’s Assessment Chart Provide a brief 1 or 2 line description of the Project and the Current TRL Provide a monthly assessment for each area Cost, Schedule, Technical, and Programmatic (top right corner of each section).",0,,,
Do not change the colors for previously reported months Red: Challenge or risk requires program support Yellow: Challenge or risk can be managed within the project Green: All project performance is satisfactory Primarily focus on notable achievements or challenges your Project would like to highlight for awareness in that month Portfolio Projects: Just speak to the ones that are yellow/red – speak to the specific element that has issues… 4 Project Management/General BN-2 System Requirements Review (SRR) internal project milestone is pending review by ARC chief engineer’s office and review team.,0,,,
Science and Demonstration Requirements Document and Concept of Operations to be baselined post review.,0,,,
CO2 conversion Centennial Challenge status: Phase 2 judging is commencing for three teams Summer internships: two students have been selected for summer internships SynBio Additional Project Information 4 BioNutrients BN-1 results: Production Pack run 3 ISS on-orbit operations and ground control were completed January 25-27.,0,,,
Biomass comparisons of the first two runs now complete (Fig 1).,0,,,
Production packs flown to ISS are viable and outperform ground controls.,0,,,
This is likely due to settling of microorganisms under gravity conditions.,0,,,
Stasis pack viability assessment is ongoing.,0,,,
BN-1 production pack safety analysis reveals no contamination as far as testing can determine (Fig 2).,0,,,
KPP exceeded for time points up to 1.75 years.,0,,,
"BN-2 Gen 1 bioreactor bag test with yeast, kefir and yogurt samples is underway.",0,,,
Preliminary pressure testing of FEP bag indicates full tolerance above expected pressure values.,0,,,
Safety review on track for 4/28.,0,,,
"Shelf-life study of yogurt and kefir strains continues, status shown in Fig 3.",0,,,
Results indicate acceptable viability up to 3 months.,0,,,
Study will continue to assess a minimum of 6 months.,0,,,
BN-2 new product Follistatin confirmed as expressed in yeast (Fig 4).,0,,,
Follistatin is a potential therapeutic agent supporting muscle growth and may be indicated as a countermeasure to spaceflight induced sarcopenia.,0,,,
CO2-Based Manufacturing System Development Commercial support for test and fabrication as well as organism bio-engineering is being pursued.,0,,,
We are working with a vendor to obtain a product-secreting capability in our chassis organism which will expand our capabilities and simplify product purification for secretion products.,0,,,
We have identified specialized filters for product recovery and have obtained quotes.,0,,,
Discussion is underway with a commercial vendor for proprietary cell lysis technologies to be tested for our system.,0,,,
Evaluation of commercial products and activities in the CO2 based manufacturing space has led to ESM analysis of various COTS options.,0,,,
"System requirements are being refined with systems engineering support, requirements document is being drafted.",0,,,
"Fig 2 BN-1 run 1 and 3 have no detectable levels of Aerobic, Coliform, Staphylococcus, or Salmonella contamination.",0,,,
Yeast counts are expected viable cells from inoculum.,0,,,
Fig 1 BN-1 T1- and T3- ISS PP flight & ground control Biomass results.,0,,,
Both Y55 and S. Boulardi yeast strains grew with flight packs (F) outperforming controls (G) Fig 4 BN-2 yeast expression of Follistatin confirmed.,0,,,
Fig 3 BN-2 commercial yogurt and kefir strain shelf life experiments show acceptable viability out to 3 months.,0,,,
Study is ongoing.,0,,,
"5 Milestone Title (Mirror Project Plan) Baseline Date Planned Date Variance Explanation Status of milestones due since last report C3-BN Generation 1 Flight Pack Design Review – will now combine with TAPR, targeting mid-June 01/19/21 TBD, targeting mid June Delay due to delays in lab access, delays in procurement, CR has been submitted.",1,Schedule,,
"Status of milestones due in the next 60 days C4-CO2 ​Space Compatible System Design Review​ 04/15/21 TBD, targeting Dec 2021 Delay due to lack of lab access, target date is for 6 months after expected return to lab.",1,Schedule,,
CR will be submitted in combination with PPBE per direction at PM forum.,1,Schedule,,
"Project Plan - Milestone Status 6 The milestones shown on this chart should reflect the milestones in the Project plan 6 Project Risks, Issues/Concerns Project Risks Risk ID Affinity Likelihood/ Consequence (if applicable) Description/Status Trend Proposed Mitigations Risk 1 S 5/2 If delays in lab access result in incomplete testing and data acquisition, the Design Review for BioNutrients-2 will not occur on Jan 19th as planned.",1,Schedule,5,2
realized Delay the Design Review until the required testing can be completed.,0,,,
CR has been submitted.,0,,,
7 Issues/Concerns Issue Title Description/Status Proposed Mitigations COVID-19 schedule impacts The progression of several tasks on the project has been delayed due to lack of access to laboratory facilities.,1,Schedule,,
"Upcoming controlled milestone, a design review for the BioNutrients-2 next generation bioreactor will not occur per plan and will likely have >30 day slip.",1,Schedule,,
Delay the Design Review until the required testing can be completed.,0,,,
For other tasks the level of optimization and development will be impacted if schedule relief is unavailable.,0,,,
"Project risks (include only upwardly trending yellow and red risks) and proposed mitigations Project Risks are those that are formally recognized – if applicable (can use the format you use for reporting to your Center) Issues/Concerns Issues/Concerns are a heads-up, not quite to the level of an actual Project Risks 7 Education/Public Outreach 8 EPO Involvement 30 Day Look-Ahead 60 Day Look-Ahead EPO Calendar Outlook (High Priorities): Paper submitted to 50th International Conference on Environmental Systems - ICES 202, July 12-14, team will attend virtually.",0,,,
"Summary of the EPO activities (papers, conferences, outreach events) participated in over the last 30 days and the forward outlook 30-60 days 8 9 Space Synthetic Biology View of BioNutrients-1 production packs during ISS crew operations.",0,,,
Packs were removed from incubator for mid-course agitation.,0,,,
"CO2-Based Manufacturing project prototype that demonstrated the production of formic acid from CO2 and water, while also producing oxygen.",0,,,
"Ground testing of BioNutrients-1 production packs in SABL flight incubator (ground unit) to verify temperature, fit and no leakage.",0,,,
View of open BioNutrients-1 production pack during loading.,0,,,
Dried edible media (powder) and yeast pellets (red) are visible.,0,,,
State-of-the-Art CO2 electrochemical system that converts CO2 and water to formic acid without electrolytes.,0,,,
The formic acid serves as an media for microbial production systems.,0,,,
Loading BioNutrients-1 production packs with media and organisms under sterile conditions.,0,,,
The pack lid and sterile water filter are attached during this assembly.,0,,,
9 /docProps/thumbnail.jpeg,0,,,
