Sentences,Risk,Risk_Affinity,Likelihood,Consequences
TAPR-ToR document is in preparation.,0,,,
Final date for review is dependent on panel availability but review will be virtual and we have reasonable confidence we can meet our target time frame.,0,,,
"Project Plan - Milestone Status 6 The milestones shown on this chart should reflect the milestones in the Project plan 6 Project Risks, Issues/Concerns Project Risks Risk ID Affinity Likelihood/ Consequence (if applicable) Description/Status Trend Proposed Mitigations Risk 1 S 5/2 If delays in lab access result in incomplete testing and data acquisition, the Design Review for BioNutrients-2 will not occur on Jan 19th as planned.",1,Schedule,5,2
realized Delay the Design Review until the required testing can be completed.,0,,,
CR was approved to move review to be no later than July 15.,0,,,
7 Issues/Concerns Issue Title Description/Status Proposed Mitigations COVID-19 schedule impacts The progression of several tasks on the project has been delayed due to lack of access to laboratory facilities.,1,Schedule,,
"Upcoming controlled milestone, a design review for the BioNutrients-2 next generation bioreactor will not occur per plan and will likely have >30 day slip.",0,,,
Delay the Design Review until the required testing can be completed.,0,,,
For other tasks the level of optimization and development will be impacted if schedule relief is unavailable.,0,,,
"Project risks (include only upwardly trending yellow and red risks) and proposed mitigations Project Risks are those that are formally recognized – if applicable (can use the format you use for reporting to your Center) Issues/Concerns Issues/Concerns are a heads-up, not quite to the level of an actual Project Risks 7 Education/Public Outreach 8 EPO Involvement 30 Day Look-Ahead 60 Day Look-Ahead EPO Calendar Outlook (High Priorities): Paper submitted to 50th International Conference on Environmental Systems - ICES 202, July 12-14, team will attend virtually.",0,,,
"Summary of the EPO activities (papers, conferences, outreach events) participated in over the last 30 days and the forward outlook 30-60 days 8 9 Space Synthetic Biology View of BioNutrients-1 production packs during ISS crew operations.",0,,,
Packs were removed from incubator for mid-course agitation.,0,,,
"CO2-Based Manufacturing project prototype that demonstrated the production of formic acid from CO2 and water, while also producing oxygen.",0,,,
"Ground testing of BioNutrients-1 production packs in SABL flight incubator (ground unit) to verify temperature, fit and no leakage.",0,,,
View of open BioNutrients-1 production pack during loading.,0,,,
Dried edible media (powder) and yeast pellets (red) are visible.,0,,,
State-of-the-Art CO2 electrochemical system that converts CO2 and water to formic acid without electrolytes.,0,,,
The formic acid serves as an media for microbial production systems.,0,,,
Loading BioNutrients-1 production packs with media and organisms under sterile conditions.,0,,,
The pack lid and sterile water filter are attached during this assembly.,0,,,
9 0.075 0.08 0.085 0.09 0.095 0.1 0.105 Y55-5mil SB KL-Fol Biomass/PP 0.075 0.08 0.085 0.09 0.095 0.1 0.105 Y55-5mil SB KL-Fol Biomass/PP 0.000% 0.500% 1.000% 1.500% 2.000% 2.500% Y55 SB KL-Fol % E th an ol Sample Type Ethanol 0.000% 0.500% 1.000% 1.500% 2.000% 2.500% Y55 SB KL-Fol % E t h a n o l Sample Type Ethanol /docProps/thumbnail.jpeg,0,,,
