Sentences,Risk,Risk_Affinity,Likelihood,Consequences
"Grow and Utilize the U.S. Industrial and Academic Base: Expand public-private partnerships for mutually beneficial technology developments and drive U.S. innovation & expand opportunities to achieve the NASA dream The Syn Bio project also addresses the following NASA Strategic Plan (2018) objectives: Strategic Objective 1.2: Understand Responses of Physical and Biological Systems to Spaceflight Strategic Objective 3.1: Develop and Transfer Revolutionary Technologies to Enable Exploration Capabilities for NASA and the Nation The Syn Bio project goals directly contribute to the technical capabilities and gaps identified in the GCD Technology Roadmaps in the following areas: TA06 Human Health, Life Support and Habitation Systems 6.1.4 Habitation (Minimizing logistical burden for food and other supplies) 6.3.2 Long-Duration Health TA07 Human Exploration Destination Systems 7.1.3 Consumables Production Syn Bio Project Goals: · Leverage emerging advances in synthetic biology and related areas to enable biomanufacturing for future long-duration missions to the moon and beyond.",0,,,
"· Produce valuable mission products on-demand, safely, and reliably during missions.",0,,,
· Utilize in situ resources to enable the generation of mission consumables to increase mission sustainability.,0,,,
2.0 Project Objectives The Syn Bio project objectives are discussed below within each of the two development tasks.,0,,,
BioNutrients Objectives Future long-duration missions face significant challenges maintaining crew health.,0,,,
"A critical area is supplying adequate nutrition, as certain vitamins and nutrients in supplied foods and supplements have been shown to degrade extensively during extended storage.",0,,,
It has been well established that a deficiency in only one required nutrient can lead to debilitating or fatal diseases such as scurvy (vitamin C deficiency).,0,,,
We are therefore creating a platform biomanufacturing technology that demonstrates in situ microbial production of targeted nutrients for long-duration missions such as sustainable lunar or Mars surface operations.,0,,,
The concept is similar to making familiar fermented foods (e.g.,0,,,
"yogurt), but in this case with a focus on the production of a very specific quantity and quality of nutritive products with substantially less time and infrastructure than traditional plant-based production methods.",0,,,
"Our current on-orbit nutrient production process (BioNutrients-1 Flight Demonstration) utilizes a small “production pack” system that encloses a dried, edible, extended shelf-life growth substrate and one of two strains of a common food microorganism (Saccharomyces cerevisiae - a yeast) that have been genetically engineered to produce either beta-carotene or zeaxanthin.",0,,,
"Upon crew-led hydration and mixing of the growth packet contents, the organism will activate and produce a desired amount of the nutrient.",0,,,
It is anticipated that current food/beverage hydration stations already employed in spacecraft will be suitable for packet hydration in eventual use scenarios.,0,,,
"The amount of the nutrient produced is controlled by the eventual limitation of the growth media, theoretically leading to consistent levels of biomass and thereby the nutrient it contains.",0,,,
"In the eventual application, once growth is completed, the contents of the package will be heat-deactivated to kill the food microorganisms while still maintaining nutrient quality, and then be consumed by the crew.",0,,,
"For the proposed flight experiments, the packet is not heat treated, but is instead frozen for return to Earth for analysis.",0,,,
"The system employs a single-species inoculum with an otherwise sterile, single-use packet growth system, thereby ensuring a safe and simple food production environment.",0,,,
On-going flight tests are planned to be conducted over a five-year period on the ISS.,0,,,
"The intent is to store the production packs that contain the media and organism(s) over the course of five years, and to have the crew intermittently activate them to understand the shelf-life and performance.",0,,,
These tests also include ground controls to determine the specific effects of storage and growth in the space environment.,0,,,
"In addition to these on-orbit growth tests, a wide range of other microorganisms and treatments will also be stored on ISS during this 5-year period.",0,,,
"These treatments will not be activated in space, but only tested upon return to Earth.",0,,,
This allows more specific information to be gathered that cannot be derived from on-orbit tests and allows the testing of many potential candidates without the costly overhead of crew time in orbit.,0,,,
"These organisms include potential engineering host organisms, yogurt production species, probiotic organisms, and genetically modified organisms to help elucidate genetic features that enable sustained viability in the space environment.",0,,,
"As the flight experiment continues, the individual organisms that demonstrate enhanced survival in later years will be identified and characterized.",0,,,
"This may provide either an actual “space-hardy” strain for future engineering and use, and / or specific genetic information that can be utilized to create custom strains in other species that would then also exhibit enhanced survivability.",0,,,
"An intrinsic need for the overall BioNutrients concept to be viable for mission use is the ability to make an array of required nutrients, rather than just one.",0,,,
"Therefore, another objective of this project is to develop a means to produce multiple nutrients simultaneously.",0,,,
"As part of this project, we will perform a use-case analysis to guide decisions as to how best to support multiple nutrient production.",0,,,
"This can theoretically be done by having multiple single-nutrient production packs, or by having a single organism make multiple unrelated nutrients, or by using multiple organisms together in a single production pack that each make a single nutrient.",0,,,
This last option is not performed in terrestrial commercial systems and will require novel approaches to be derived and tested.,0,,,
"Mission requirements such as duration, number of crew supported by the nutrients, and return on the investment of resources will be considered as part of the trade space.",0,,,
The production pack developed for the BioNutrients-1 on orbit demonstration is a hard-shell system that is volume intensive during storage.,0,,,
"While this system allows the necessary on-orbit testing for the BioNutrients-1 flight demonstration and readily met safety and operational requirements, actual use of the BioNutrients concept will require that future production packs use less mass and volume during storage, and eventual disposal.",0,,,
"Therefore, we are developing a new reactor system that meets the growth and storage needs of the organism, while also occupying minimal volume.",0,,,
"The preliminary design of the gen-1 pack is an FEP bag-based system that allows gas production during growth, sterility, optimal storage conditions, and the ability to consume the contents by the crew.",0,,,
"It will be necessary to flight-test these concepts, hopefully with multiple opportunities to learn and iterate the design, to enable eventual flight use by the crew (no crew consumption is planned in this project plan).",0,,,
Another objective of this effort is to develop an operational safety plan that demonstrates that the BioNutrients project concept can be safely conducted during missions.,0,,,
This plan will include a Hazard Analysis and Critical Control Point (HACCP) plan that creates an end-to-end food safety plan that guides every operation during the production process to ensure against unwanted contamination by-products.,0,,,
NASA food safety requirements are stringent and are almost exclusively employed during the ground-based preparation of foods for consumption on orbit.,0,,,
Food safety testing for food items produced in space will also require the development of new methods and technologies to both control and monitor these processes.,0,,,
"While preliminary methods of sanitizing fresh plant tissue have been developed, they rely on a sterilizing agent and an awkward disinfection process and are not approved for regular use.",0,,,
"This system will not be applicable to the BioNutrients concept, and new and novel procedures will need to be developed and tested during spaceflight to enable implementation.",0,,,
We therefore intend to conduct this demonstration of the overall platform technology which will inform and guide future R&TD efforts of BioNutrients.,0,,,
Summary of BioNutrients Objectives: 1) BioNutrients: Develop and test a platform technology for the on-demand microbial manufacturing of multiple human nutrients to mitigate nutrient deficiencies in the current food system for long duration missions.,0,,,
"2) BioNutrients: Develop and flight test a production pack system that enables required nutrient production after long-duration storage of the microorganisms and media, requires minimal mass and volume, and complies with required food safety requirements.",0,,,
3) BioNutrients: Develop and flight test procedures specified in the Hazard Analysis and Critical Control Point (HACCP) plan and in-space monitoring methods for assessing food safety for implementation during future missions.,0,,,
"CO2-Based Manufacturing Objectives: Future long-duration missions, particularly extended lunar and Mars surface missions, will require ISM using ISRU to greatly decrease launch costs, extend mission reach and increase self-sufficiency.",0,,,
"While many ISRU / ISM proposals focus on the production of a single product, the overarching objective of this project is to extend ISRU and ISM capability by developing a platform methodology for the rapid biomanufacturing of a wide range of valuable mission products using locally available resources.",0,,,
"As large-scale and long-term applications of synthetic biology for in-space microbial biomanufacturing will rely on a suitable media for microbial growth, a CO2-based manufacturing platform could be a potential source of growth media carbon.",0,,,
CO2 is readily available in spacecraft and habitats from human respiration and oxidation of wastes and is the principal gaseous component of the Martian atmosphere.,0,,,
"As such, it is a ubiquitous feedstock for lunar and Mars surface missions and holds the potential to significantly reduce consumable logistics.",0,,,
The overall approach taken in this project involves rapid physico-chemical conversion of CO2 (and other needed constituents) to an organic substrate (microbial media) that can then be used in microbial biomanufacturing processes to make high-value mission products.,0,,,
This approach mimics the well-established Earth-based industrial biomass and petrochemical conversion processes that utilize CO2-derived organic compounds (e.g.,0,,,
"cellulosic biomass, oil, coal, natural gas) as the feedstock for producing thousands of different products.",0,,,
"In contrast to terrestrial processes that are solely dependent on derivatives of biological photosynthesis for primary product generation, our approach relies on innovative physico-chemical (P/C) conversion technologies to more rapidly and efficiently convert CO2 to selected organic biomanufacturing feedstock compounds.",0,,,
"This feedstock will eventually serve as a critical component of a complete “in situ defined media” which is critical to enable a wide range of reliable biological ISM approaches, including the production of food and nutrients, bioplastics and polymers, fuels, biocements, and other compounds.",0,,,
"Candidate physico-chemical methods to convert CO2 to feedstock compounds include electrochemical, photochemical, photoelectrochemical, thermal catalytic, and plasma technologies.",0,,,
These systems have the advantage of exhibiting rapid and predictable conversion of CO2 to known products that can be used directly or as a molecular feedstock.,0,,,
"For instance, electrochemical reduction of CO2 to metabolizable compounds has already been well established using a wide variety of methods and catalysts.",0,,,
"Some of the primary compounds derived from CO2 include methane, acetate, formate, carbon monoxide, methanol, ethylene, oxalic acid, and propanol.",0,,,
"Some of these chemicals are suitable precursors for biological processes, and numerous examples exist in the literature for microorganisms that metabolize a variety of these CO2-derived compounds.",0,,,
"A key task of the pilot project was to conduct a comprehensive analysis to identify and characterize potential methods to enable an overall microbial production system using CO2 as the primary carbon source, as represented in Figure 1.",0,,,
CO2 – based manufacturing platform for bioproduct production.,0,,,
"To facilitate this process, there is a need to develop optimal CO2 conversion systems to make effective microbial substrates.",0,,,
"Globally, these systems are nascent, and further development is required to generate rich, high-energy carbon sources for microbial biomanufacturing systems.",0,,,
"Therefore, an important objective of this task is to identify methods that can initially demonstrate this concept, while also supporting the overall development of systems capable of making substrates such as sugars.",0,,,
"This is approached in multiple ways, including NASA testing of commercial SOA reactors, directly supporting advanced technology development (our Stanford University collaborative agreement), and supporting the NASA CO2 Conversion Centennial Challenge, which is requesting the abiotic production of sugars using CO2 and hydrogen.",0,,,
It is also critical that all the above-mentioned components and methods be integrated to allow concept demonstration.,0,,,
"The initial activity needed is to conduct a preliminary integration of individual components which demonstrates the viability of the concept, followed by an increased fidelity prototype that is compatible for use in reduced gravity missions such as lunar and Mars surface missions.",0,,,
"The results from these efforts will serve to guide use-case analyses, knowledge gap identification, and future research recommendations.",0,,,
"Summary of the CO2-Based Manufacturing task objectives: 1) CO2-Based Manufacturing: Perform an initial integration of the developed CO2 conversion, bioreactor, engineered organism and purification systems to both demonstrate the validity of the concept, and to identify needs/challenges for prototype development.",0,,,
"2) CO2-Based Manufacturing: Develop “space-ready” engineered microorganism(s) capable of making a targeted mission product (carbonic anhydrase), and test with an improved production and product harvesting system that is compatible with spacecraft environments during lunar and Mars missions.",0,,,
"3) CO2-Based Manufacturing: Develop use case scenarios for this overall approach, identify needed future areas of research and development, and provide recommendations for forward work.",0,,,
"There are several major deliverables associated with meeting the objectives of both Syn Bio efforts: For the BioNutrients effort, developing and demonstrating an overall biomanufacturing platform technology for space applications requires advancements and technology development in several areas.",0,,,
"Of principal consideration is the development of microorganisms that can be effectively stored at ambient temperatures in space environments for durations of 5 years or more (necessary for a typical low energy round trip Mars mission), and reliably produce the nutritional compounds of interest in controlled amounts.",0,,,
"Another important facet involves developing hardware to both store and grow the microbes, allow microbial inactivation and eventually crew consumption of the contents, all while being of very low mass and volume.",0,,,
"Finally, methods must be simultaneously developed and tested that ensure that the BioNutrients approach can be safely conducted during missions and meet all operational and food safety requirements.",0,,,
This need will result in the development of a customized HACCP plan and any potentially ensuing technical monitoring system.,0,,,
All of these products will be required to enable a final flight demonstration that involves using highly evolved microorganisms in an efficient production pack to produce a verifiably safe process and product.,0,,,
"For the CO2-Based Manufacturing effort, three major areas of research and technology development and testing are involved.",0,,,
"First, as with the BioNutrients effort, there is a need to make microorganisms that will survive well in space, be safe and reliable, and generate a required mission product.",0,,,
"In addition to these needs, the organisms must also be able to use substrates, such as formic acid and acetate, that can be currently be made via physicochemical conversion of CO2.",0,,,
"These products are not as effective as the readily metabolized substrates commonly used in commercial operations (sugars); therefore, these microbes will need to be able to effectively metabolize alternate substrates.",0,,,
"Second, the ability to make organic substrates from CO2 must be identified and its products tested.",0,,,
Our previous efforts have led to the successful production of formic acid using a SOA commercial system.,0,,,
"Because formic acid is not an energetic compound for biomanufacturing, we have collaborated with Dr. Matthew Kanan of Stanford University who has developed an electrochemical system for the production of acetate.",0,,,
Acetate is a significantly better substrate than formic acid and has shown to support moderate growth of our test microorganisms.,0,,,
A Cooperative Agreement between NASA and Stanford University has been established to support this effort.,0,,,
"Because future systems will likely require more effective substrates than either formic acid or acetate to enable small reactor footprints, we do not intend to focus on evolving these systems to a high TRL, but instead develop / use our currently available outputs as an initial demonstration of the overall process concept.",0,,,
"As these CO2 conversion technologies are matured globally, it is envisioned that future SOA capabilities will replace our current CO2 conversion systems.",0,,,
"To facilitate this eventuality, the team is participating in the NASA CO2 Conversion Challenge, which is focused on the physicochemical conversion of CO2 and hydrogen to sugars.",0,,,
"These sugars would significantly enhance biomanufacturing processes by increasing food energy density and metabolic suitability, and result in lower mass, power, and volume biomanufacturing systems.",0,,,
"Third, suitable reactor systems will need to be developed that allow effective operation under the anticipated lunar / Mars surface mission conditions (reduced gravity and increased radiation).",0,,,
"This includes fluid management, gas diffusion (oxygen supply and CO2 removal), and product harvesting.",0,,,
Initial prototypes developed in our laboratory have been low volume and simple bags suitable for laboratory testing.,0,,,
We plan to develop and ground test advanced reactors that would be suitable for extended lunar / Mars surface missions.,0,,,
No flight testing is anticipated during the stated project period for this effort.,0,,,
The major deliverables that support the BioNutrients and CO2-Based Manufacturing objectives are summarized below in Table 1.,0,,,
Deliverables Fiscal Year Deliverables FY19 (BN) Flight production and stasis packs prepared and delivered for flight.,0,,,
(BN) First returned sample results.,0,,,
(CO2) Preliminary test results of integrated prototype components.,0,,,
FY20 (BN) Year BN-1 1+ BN Flight Demonstration Results 2020 Annual Report.,0,,,
"(CO2) Improved Strain design report (CO2) Preliminary Use Case review and report FY21 (BN) Gen 1 Production Pack designed, fabricated and laboratory tested.",0,,,
(BN) HACCP Yeast protocol review and protocol (BN) Year 2+ BN Flight Demonstration Results 2021 Annual Report (CO2) Lunar / Mars compatible demonstration unit tested (CO2) Closeout Report FY22 (BN) Gen-1 Production Pack flight test results (with improved microbial strains).,0,,,
"(BN) Year 3+ BN Flight Demonstration Results 2022 Annual Report FY23 (BN) Gen 2 production pack designed, fabricated and laboratory tested (BN) HACCP protocol review (BN) Final HACCP protocols for flight testing (BN) Year 4+ BN Flight Demonstration Results 2023 Annual Report FY24 (BN) Engineered, space-ready host strains for future use (BN) Year 5 flight (Gen-2 production pack/HACCP protocols, advanced strains) demonstration results (BN) Close-out final report (BN) = BioNutrients Project; (CO2) = CO2-Based Manufacturing Project 3.0 Technical Performance The principal goals of both the BioNutrients and CO2-Based Manufacturing Projects seek to advance the state of the art of in-space biomanufacturing.",0,,,
Both projects are geared to identify where advanced biological system development can address both general and specific mission needs for future exploration efforts.,0,,,
"In both cases, the intent of the research and development is to both identify potential categories of mission materials that need to be made during a mission due to shelf-life issues or because of the potential savings of using in situ resources to offset launch / supply costs, as well as initiate production systems needed to synthesize these materials.",0,,,
"In both tasks, it is sought to advance the TRL of both the individual components that comprise the system (such as bioreactors, CO2 conversion systems, organism enhancement), as well as the overall capability of the integrated system.",0,,,
"Key Performance Parameters for the BioNutrients Task For the BioNutrients project, the major goal is to develop and test a method that can produce a known amount of a targeted nutrient over a mission timespan of five years, without unwanted contamination and with minimal hardware/consumable requirements.",0,,,
"Also, as it is likely that more than one nutrient will need to be produced to meet the crew’s nutritional needs, it will likely be beneficial to determine how best to make multiple targeted nutrients available in a given time window, either in a single production pack via advanced organism engineering (one organism makes multiple products), or using multiple organisms / multiple packs in innovative processing methods.",0,,,
These goals lead to four key metrics that will drive technical system design and performance evaluation (see Table 2).,0,,,
"First is the overarching goal of being able to produce nutrients during an extended period, as certain nutrients will need to be produced up to five years from launch.",0,,,
"The approach of the BioNutrients system is to supply a known amount of media and maintain enough organisms to initiate growth, and then grow approximately the same amount of microbial biomass and associated nutrient during each pack activation operation.",0,,,
KPP 1: ISS production pack viability lifespan: A production pack is considered to be “viable” if it demonstrates the ability to make targeted nutrients at >50% when compared to production packs that are activated shortly after arrival at the ISS.,0,,,
This KPP involves measuring the amount of the target nutrients that are produced each time the production pack is activated over the course of five years.,0,,,
SOA is taken as the mass of nutrient made from production packs at time one (initial ISS production run).,0,,,
"This value will vary with respect to the nutrient being made, organism, amount of media and other factors, but in each case will serve as the reference point for later comparison.",0,,,
"The selected threshold value (TV) of three years for all samples to meet 50% of the initial ISS value, and a project goal (PG) of 5 years for all samples.",0,,,
The TV of 3 years is adopted as it represents a long enough duration to allow for prepositioning and the minimal timeframe needed for a roundtrip to Mars.,0,,,
The PG of 5 years indicates a desired shelf life that will meet the expected 5 yr. requirement for Mars exploration.,0,,,
"This KPP is at the center of the BioNutrients project, with the remaining KPPs describing other key aspects of attaining this goal.",0,,,
KPP 2: Microbial safety assessment: KPP 2 addresses the need for a high level of general safety and specific compliance with NASA food safety requirements.,0,,,
Test samples will be evaluated using the procedures listed in NASA-STD-3001 Vol.,0,,,
"A, which involve the standard microbial food safety techniques used to determine supplied food safety prior to launch.",0,,,
The SOA value listed (<100 CFU/100ml) is the acceptable value in the above document.,0,,,
"However, our TV and PG goals are <50 and <1 CFU/100ml, respectively.",0,,,
These values are both lower than the accepted SOA and are selected as it is anticipated that future regulations governing consumable materials manufactured in space will be subject to more rigid standards.,0,,,
"BN-3 test samples will be evaluated both with the anticipated in-space heat treatment for microbial kill, as well as without heat treatment for the specific purpose of looking for the presence of coliform, Staphylococcus and Salmonella bacteria as per the designated Petri-film techniques.",0,,,
This helps to determine if these organisms were present before heat kill.,0,,,
Samples will also be examined microscopically to assess presence of dead pathogens.,0,,,
Consistently attaining the PG of <1 CFU/100ml is highly conservative and would be a strong indicator of overall microbial safety.,0,,,
"KPP 3: Biomanufacturing platform supplies multiple nutrients: KPP 3 involves the eventual likelihood that multiple nutrients will be required to mitigate future nutrient deficiencies, rather than just one nutrient.",0,,,
"SOA is taken as the current BioNutrients approach that is undergoing spaceflight testing on ISS, in which one compound is selected.",0,,,
The TV of 2 is selected as accomplishing the making of two compounds requires solving many of the underlying challenges of exceeding a single compound.,0,,,
A project goal of 4 nutrients is selected as representing substantial strides in the co-production of nutrients.,0,,,
"It is currently unknown what nutrients need to be made for future mission scenarios, and to what levels.",0,,,
"Therefore, this process is undertaken to develop a platform capability to address future needs that have not yet been defined.",0,,,
Key Performance Parameters – BioNutrients Task Key Performance Parameters Performance Parameter Units State of the Art Threshold Value Project Goal KPP 1: ISS production pack viability lifespan (1) years N/A(2) 3 5 KPP 2 : Microbial safety assessment(3) cfu/100ml <100 <50 <1 KPP 3: Biomanufacturing platform supplies multiple nutrients(4) number of nutrients 1 2 4 Notes: (1) A production pack is considered to be “viable” if it demonstrates the ability to make targeted nutrients at >50% when compared to initial ISS production packs.,0,,,
This KPP assesses effects of storage over time.,0,,,
"Viable production packs that have been stored and tested on ISS for 3 years (Threshold Value) are assumed to be suitable for extended Lunar surface mission needs, and a 5 year lifespan (Project Goal) is needed for Mars surface missions as per the Human Research Program 5-year stored food shelf-life requirements.",0,,,
(2) There is no SOA for this KPP because there are currently no means of making nutrients during spaceflight.,0,,,
(3) Microbial safety is assessed using NASA food safety Petri-film testing procedures (NASA-STD-3001 Vol.,0,,,
"A) for the coliform, Staphylococcus and Salmonella tests expressed as Colony Formation Units (CFU)/100ml.",0,,,
Includes microscopic inspection for dead cells.,0,,,
"(4) Intent is to build a biomanufacturing platform that provides on-demand, simultaneous availability of multiple nutrients with minimal mass, power, and volume requirements.",0,,,
"Key Performance Parameters for the CO2-Based Manufacturing Task The principal drivers of the CO2-Based Manufacturing effort involve developing the capability to microbially manufacture a wide range of required mission products, using in situ resources.",0,,,
"Whereas the BioNutrients effort is currently supplying all the media required, this effort seeks to reduce mission costs and increase sustainability by supplying the bulk of the media with carbon-based substrates derived from local CO2 and hydrogen.",0,,,
"Therefore, a major premise of this work is that, within certain scenarios/use cases, this approach can result in reduced consumable costs and increased sustainability for biomanufacturing operations.",0,,,
The KPPs that support this effort are discussed below and are summarized in Table 3.,0,,,
KPP 4: Biomass harvest efficiency: A critically important design parameter of the overall system is the minimization of energy and mass losses within each step of the process.,0,,,
"For example, very high rates of efficiency are desired for CO2 conversion, substrate conversion to biomass/products, high harvesting efficiency and high product purification rates.",0,,,
Losses in each process will be additive and result in significant overall process inefficiencies.,0,,,
"Therefore, all these factors are strong design and performance drivers.",0,,,
KPP 4 focuses on the level of biomass that can be harvested from the bioreactor after the growth process.,0,,,
"While large-scale terrestrial systems have the ability to use multiple rinses and heavy, energy intensive processes such as centrifugal separators to achieve ~97% harvest efficiency (used as the SOA value), this process will be much more challenging in space-based operations.",0,,,
"The potential use of membranes in our designs, can also lead to microbial adherence and decreased harvesting levels.",0,,,
"Likewise, small scale systems may experience an increased proportion of losses in tubing, reactor corners, membranes, etc.",0,,,
as opposed to large scale systems.,0,,,
"Considering that each process of the overall system will have an associated efficiency, and therefore each inefficiency is additive, it is critical to optimize each trophic level of the process.",0,,,
"The harvesting procedure will therefore become a major design driver of the bioreactor system, which will include materials of construction, the design of corners and folds, fluid transport lines, and rinsing operations.",0,,,
"It will likewise drive the design of the harvesting system itself, including the selection of the separation phenomenon such as filtration, centrifugation, etc.",0,,,
"85% is selected as the TV for this KPP, as this represents that the vast majority of the microbial biomass can be reliably separated and processed for product purification.",0,,,
This level of performance is deemed satisfactory for initial operations.,0,,,
The PG value of 97% matches current terrestrial SOA performance and serves as a reasonable expectation for the maximum amount of recovery that can be obtained in this system.,0,,,
KPP 5: % of media components sourced from ISRU: This KPP indicates the desired level of reduced consumables that will be enabled through all aspects of the space-based manufacturing approach.,0,,,
"This includes savings that will be realized both through in situ media generation, as well as advanced recycling techniques not currently implemented in terrestrial SOA biomanufacturing systems.",0,,,
Recycling of the spent biomass has the potential to substantially decrease needed media supplies.,0,,,
Additional savings from multiple uses of the water in reactors can also realize savings in water treatment costs.,0,,,
